date,price,bedrooms,bathrooms,sqft_living,floors,city,country
5/9/2014 0:00,463000,2,1,1150,1,Seattle,USA
5/9/2014 0:00,742500,4,2.75,3100,2,Seattle,USA
5/9/2014 0:00,260000,3,2.5,1420,1,Kent,USA
5/9/2014 0:00,590000,4,2.25,2430,1,Woodinville,USA
5/9/2014 0:00,312000,4,2.25,1930,1,Kent,USA
5/9/2014 0:00,566000,3,2.25,1660,1,Redmond,USA
5/9/2014 0:00,511555,3,2,1400,1,Bellevue,USA
5/9/2014 0:00,583000,4,2.5,2660,2,Redmond,USA
5/9/2014 0:00,290000,4,2.5,2000,1,Auburn,USA
5/9/2014 0:00,311100,4,2.25,2130,1,Renton,USA
5/9/2014 0:00,325000,3,2.25,1352,3,Seattle,USA
5/9/2014 0:00,491300,3,1.75,1750,1,Sammamish,USA
5/9/2014 0:00,315000,5,1.75,2320,1,Burien,USA
5/9/2014 0:00,360000,2,1,1420,1,Renton,USA
5/9/2014 0:00,330000,4,2.5,1940,2,Renton,USA
5/9/2014 0:00,481450,3,2,1410,1,Seattle,USA
5/9/2014 0:00,234950,3,1,1360,1,Black Diamond,USA
5/9/2014 0:00,251000,3,1.75,1220,1,North Bend,USA
5/9/2014 0:00,782000,4,2.5,2830,2,Bellevue,USA
5/9/2014 0:00,833000,4,2.75,3780,2,Sammamish,USA
5/9/2014 0:00,542500,4,2.5,2330,2,Bellevue,USA
5/9/2014 0:00,851000,3,2.5,3560,2,Redmond,USA
5/9/2014 0:00,325000,4,1.5,1470,1,Ravensdale,USA
5/9/2014 0:00,415000,4,2.25,3060,2,Ravensdale,USA
5/9/2014 0:00,252500,3,1,1030,1,Seattle,USA
5/9/2014 0:00,465000,4,2.5,1930,1,Federal Way,USA
5/9/2014 0:00,336900,3,1.75,1780,1,Duvall,USA
5/9/2014 0:00,225000,3,2.5,2000,2,Maple Valley,USA
5/9/2014 0:00,270000,3,2,1690,1,Renton,USA
5/9/2014 0:00,1702500,5,4.5,5190,2,Mercer Island,USA
5/9/2014 0:00,536000,3,1.75,1300,1.5,Seattle,USA
5/9/2014 0:00,585000,4,3.25,2400,2,Woodinville,USA
5/9/2014 0:00,445000,2,2,1150,1,Seattle,USA
5/9/2014 0:00,320000,4,2.25,2310,2,Renton,USA
5/9/2014 0:00,769900,4,3.5,2730,2,Seattle,USA
5/9/2014 0:00,557000,4,2.5,2840,2,Kenmore,USA
5/9/2014 0:00,212000,2,1.5,1020,2,Seattle,USA
5/9/2014 0:00,376000,3,2,1340,3,Seattle,USA
5/9/2014 0:00,800000,4,3.25,3540,2,Carnation,USA
5/9/2014 0:00,2238888,5,6.5,7270,2,Issaquah,USA
5/9/2014 0:00,324000,3,2.25,998,2,Seattle,USA
5/10/2014 0:00,549900,5,2.75,3060,1,Seattle,USA
5/10/2014 0:00,320000,3,2.5,2130,2,Maple Valley,USA
5/10/2014 0:00,875000,4,2,2520,1,Seattle,USA
5/10/2014 0:00,265000,4,1,1940,1,Kent,USA
5/10/2014 0:00,394950,3,2.5,1350,3,Seattle,USA
5/11/2014 0:00,842500,4,2.5,2160,2.5,Seattle,USA
5/11/2014 0:00,368000,3,2.5,1370,2,Seattle,USA
5/12/2014 0:00,1225000,4,4.5,5420,1,Redmond,USA
5/12/2014 0:00,885000,4,2.5,2830,2,Seattle,USA
5/12/2014 0:00,453246,3,2.5,2010,2,Issaquah,USA
5/12/2014 0:00,927000,4,2.75,3300,2,Clyde Hill,USA
5/12/2014 0:00,490000,2,2.5,1230,2,Seattle,USA
5/12/2014 0:00,341000,3,1.5,1720,1.5,Shoreline,USA
5/12/2014 0:00,235000,1,1,810,1,Seattle,USA
5/12/2014 0:00,1200000,3,1.75,1560,1.5,Mercer Island,USA
5/12/2014 0:00,560000,3,2,2560,1,Auburn,USA
5/12/2014 0:00,900000,4,3.25,4700,2,Bellevue,USA
5/12/2014 0:00,255000,2,1,1220,1,Seattle,USA
5/12/2014 0:00,1575000,5,2.75,3650,1,Bellevue,USA
5/12/2014 0:00,876650,3,3.25,2170,1.5,Mercer Island,USA
5/12/2014 0:00,540000,4,2.25,2540,1,Duvall,USA
5/12/2014 0:00,350000,2,1,910,1.5,Seattle,USA
5/12/2014 0:00,750000,4,2.5,2980,2,Bellevue,USA
5/12/2014 0:00,582000,4,1.75,2120,1,Seattle,USA
5/12/2014 0:00,1315000,4,3.5,3460,2,Seattle,USA
5/12/2014 0:00,372500,5,3,2480,1,Seattle,USA
5/12/2014 0:00,410000,3,2.25,2200,2,Maple Valley,USA
5/12/2014 0:00,360000,4,2,1730,1,Seattle,USA
5/12/2014 0:00,1015000,3,2.5,2920,1,Seattle,USA
5/12/2014 0:00,225000,3,1,990,1,Renton,USA
5/12/2014 0:00,647000,4,2.5,3040,2,Sammamish,USA
5/12/2014 0:00,950000,5,3,4530,1.5,Woodinville,USA
5/12/2014 0:00,185000,3,1.5,1370,1,Auburn,USA
5/12/2014 0:00,335000,3,2.5,1940,2,Renton,USA
5/12/2014 0:00,210000,3,2.5,1040,2,Seattle,USA
5/12/2014 0:00,522000,4,2.25,1800,1,Kirkland,USA
5/12/2014 0:00,770000,3,1.75,1720,1,Seattle,USA
5/12/2014 0:00,499950,3,1,980,1,Seattle,USA
5/12/2014 0:00,751000,4,2.5,3110,2,Redmond,USA
5/12/2014 0:00,330000,5,3,2100,1,Burien,USA
5/12/2014 0:00,465000,3,1.5,2020,1,Kirkland,USA
5/12/2014 0:00,850000,4,1.75,2350,1,Mercer Island,USA
5/12/2014 0:00,947500,4,2.25,3290,1.5,Mercer Island,USA
5/12/2014 0:00,302000,5,2.25,2180,2,Maple Valley,USA
5/12/2014 0:00,500000,2,2.25,1290,3,Seattle,USA
5/12/2014 0:00,201000,3,1,1460,1,Kent,USA
5/12/2014 0:00,265000,2,1,1290,2,Redmond,USA
5/12/2014 0:00,870300,4,2.5,2350,1.5,Seattle,USA
5/12/2014 0:00,339000,3,1,1080,1,Shoreline,USA
5/12/2014 0:00,690000,4,2.5,2670,2,Issaquah,USA
5/12/2014 0:00,788000,4,3.25,3680,2,Issaquah,USA
5/12/2014 0:00,315275,3,1.75,1440,1,Seattle,USA
5/12/2014 0:00,505000,4,1.75,1940,1,Seattle,USA
5/12/2014 0:00,368000,3,1,1280,1,Woodinville,USA
5/12/2014 0:00,947500,3,2.75,2980,1.5,Burien,USA
5/12/2014 0:00,156000,3,1,970,1,Federal Way,USA
5/12/2014 0:00,610000,4,3,2110,1.5,Seattle,USA
5/12/2014 0:00,420000,2,2.5,1480,3,Redmond,USA
5/12/2014 0:00,192000,2,1,700,1,Normandy Park,USA
5/12/2014 0:00,910000,3,2,2700,1,Seattle,USA
5/12/2014 0:00,1300000,4,3.25,2330,2,Seattle,USA
5/12/2014 0:00,1346400,5,1.75,3380,1,Clyde Hill,USA
5/12/2014 0:00,840000,4,2.75,2600,1.5,Seattle,USA
5/12/2014 0:00,300000,2,1.75,1360,1,Seattle,USA
5/12/2014 0:00,505000,4,2.5,2780,1,Kirkland,USA
5/12/2014 0:00,110000,3,1,1250,1,Maple Valley,USA
5/12/2014 0:00,746000,3,2.5,2620,2,Bellevue,USA
5/12/2014 0:00,211000,3,1.5,1350,1,Burien,USA
5/12/2014 0:00,675000,4,3,2400,1,Seattle,USA
5/12/2014 0:00,734200,4,2.5,2760,1.5,Seattle,USA
5/12/2014 0:00,1225000,4,2.25,3070,1,Mercer Island,USA
5/12/2014 0:00,615000,2,1.75,2040,1.5,Vashon,USA
5/12/2014 0:00,630000,4,2,1770,2,Seattle,USA
5/12/2014 0:00,1264000,4,3.75,3490,2,Bellevue,USA
5/12/2014 0:00,301500,2,1.5,830,2,Seattle,USA
5/12/2014 0:00,369000,2,2.5,980,2,Seattle,USA
5/12/2014 0:00,635000,3,2.5,1570,3,Seattle,USA
5/12/2014 0:00,1033888,4,3.25,3270,2,Redmond,USA
5/12/2014 0:00,383000,4,2.5,2160,2,Maple Valley,USA
5/12/2014 0:00,1050000,4,3.75,3280,2,Kirkland,USA
5/13/2014 0:00,455000,4,2.5,3360,2,Renton,USA
5/13/2014 0:00,819900,5,2.75,3150,2,Redmond,USA
5/13/2014 0:00,625000,3,3.5,1810,2,Seattle,USA
5/13/2014 0:00,651000,4,2.5,2740,2,Sammamish,USA
5/13/2014 0:00,480000,5,4.75,3830,1,Woodinville,USA
5/13/2014 0:00,757000,3,3.25,3190,2,Issaquah,USA
5/13/2014 0:00,460000,3,2.25,2350,1,Kenmore,USA
5/13/2014 0:00,267345,4,2.25,2510,1,Federal Way,USA
5/13/2014 0:00,530000,2,2,1680,1,Redmond,USA
5/13/2014 0:00,449500,3,2,1770,1,Shoreline,USA
5/13/2014 0:00,289000,3,1,1090,1,Renton,USA
5/13/2014 0:00,373000,5,2.5,3001,2,Kent,USA
5/13/2014 0:00,525000,5,3,2450,2,Seattle,USA
5/13/2014 0:00,777000,3,3.25,3610,2,Issaquah,USA
5/13/2014 0:00,550000,4,2,2250,1,Bellevue,USA
5/13/2014 0:00,523000,3,1.5,1240,1,Bellevue,USA
5/13/2014 0:00,628000,4,2,2260,1,Seattle,USA
5/13/2014 0:00,581000,4,1.75,2090,1,Redmond,USA
5/13/2014 0:00,245000,5,1.75,2020,1,Seattle,USA
5/13/2014 0:00,415000,3,1.75,1960,1,Seattle,USA
5/13/2014 0:00,1895000,5,2.25,3120,2,Yarrow Point,USA
5/13/2014 0:00,225000,3,1.5,1250,1,Kent,USA
5/13/2014 0:00,287000,3,2.25,1490,1,Duvall,USA
5/13/2014 0:00,799200,6,3,2890,2.5,Seattle,USA
5/13/2014 0:00,239950,3,1,1900,1.5,Auburn,USA
5/13/2014 0:00,591000,3,1.75,1680,1,Seattle,USA
5/13/2014 0:00,700000,3,2.5,2030,2,Bellevue,USA
5/13/2014 0:00,475000,4,2.5,3740,1,Renton,USA
5/13/2014 0:00,575000,3,1.75,1580,1,Seattle,USA
5/13/2014 0:00,771000,3,2.25,1780,1.5,Seattle,USA
5/13/2014 0:00,155000,2,1,910,1,Seattle,USA
5/13/2014 0:00,550000,7,4,3440,2,Seattle,USA
5/13/2014 0:00,645000,3,2.5,1740,2,Bellevue,USA
5/13/2014 0:00,464000,5,2.5,3400,1,Shoreline,USA
5/13/2014 0:00,1050000,4,3.25,4400,2,Sammamish,USA
5/13/2014 0:00,350000,3,2.5,2010,2,Vashon,USA
5/13/2014 0:00,591000,4,2.25,2710,2,Woodinville,USA
5/13/2014 0:00,2555000,4,2.5,5300,2,Seattle,USA
5/13/2014 0:00,717000,3,1.5,1310,1,Seattle,USA
5/13/2014 0:00,225000,4,1.5,1950,1.5,SeaTac,USA
5/13/2014 0:00,225000,3,1,1040,1,Seattle,USA
5/13/2014 0:00,345000,3,1.75,1090,1,Kirkland,USA
5/13/2014 0:00,230000,2,0.75,650,1,Seattle,USA
5/13/2014 0:00,385000,3,2,1480,1,Seattle,USA
5/13/2014 0:00,90000,2,1,790,1,Kirkland,USA
5/13/2014 0:00,860000,4,2.5,3560,1,Bellevue,USA
5/13/2014 0:00,675000,4,2.5,3000,2,Newcastle,USA
5/13/2014 0:00,975000,4,2.5,3490,2,Bellevue,USA
5/13/2014 0:00,780000,3,1.75,2340,1,Mercer Island,USA
5/13/2014 0:00,370000,3,1.75,1650,1,Shoreline,USA
5/13/2014 0:00,665000,3,2,1940,1.5,Seattle,USA
5/13/2014 0:00,675000,5,3,3410,1,Redmond,USA
5/13/2014 0:00,620000,3,1,1710,1.5,Seattle,USA
5/13/2014 0:00,1105000,4,1.5,2740,2,Seattle,USA
5/13/2014 0:00,450000,3,2.75,1250,2,Seattle,USA
5/13/2014 0:00,450000,3,2.25,2450,1,Covington,USA
5/13/2014 0:00,530000,3,1.75,1690,1,Bellevue,USA
5/13/2014 0:00,635000,4,1.75,1950,1,Bellevue,USA
5/13/2014 0:00,580000,5,2,2290,1,Bellevue,USA
5/13/2014 0:00,1550000,5,3.25,3370,1,Mercer Island,USA
5/13/2014 0:00,285000,3,1,1090,1,Burien,USA
5/13/2014 0:00,375000,3,1,1190,1,Normandy Park,USA
5/13/2014 0:00,1400000,5,4.25,3530,2,Mercer Island,USA
5/13/2014 0:00,560000,3,1,1440,2,Seattle,USA
5/13/2014 0:00,405000,4,1.75,2180,1,Lake Forest Park,USA
5/13/2014 0:00,413000,4,1,1410,1,Seattle,USA
5/13/2014 0:00,287600,3,2.5,1950,2,Auburn,USA
5/13/2014 0:00,1680000,5,3.25,4860,2,Mercer Island,USA
5/13/2014 0:00,225000,3,1,1660,1,Auburn,USA
5/13/2014 0:00,319000,3,1,1390,1,Woodinville,USA
5/13/2014 0:00,322500,3,2,1350,1,Duvall,USA
5/13/2014 0:00,570000,3,2,1530,1,Seattle,USA
5/13/2014 0:00,465000,3,1.5,1270,1,Seattle,USA
5/13/2014 0:00,435000,4,2.25,2140,2,Snoqualmie,USA
5/13/2014 0:00,502000,4,2.5,2040,2,Kenmore,USA
5/13/2014 0:00,525000,3,3.5,2876,2,Woodinville,USA
5/13/2014 0:00,525000,3,2.5,1580,2,Seattle,USA
5/13/2014 0:00,660000,4,3.5,3400,2,Snoqualmie,USA
5/13/2014 0:00,870000,4,2.5,3520,2.5,Seattle,USA
5/13/2014 0:00,650000,4,2.5,2210,2,Seattle,USA
5/13/2014 0:00,505000,4,2.5,2790,2,Renton,USA
5/13/2014 0:00,330000,3,2.5,1450,1,Seattle,USA
5/14/2014 0:00,385000,4,1.75,1620,1,Seattle,USA
5/14/2014 0:00,306000,3,1.5,1220,3,Seattle,USA
5/14/2014 0:00,546000,3,1.75,2000,1,Seattle,USA
5/14/2014 0:00,925000,4,2.5,2190,2.5,Mercer Island,USA
5/14/2014 0:00,542000,4,1.75,1900,1,Bellevue,USA
5/14/2014 0:00,800000,3,1,1700,1.5,Seattle,USA
5/14/2014 0:00,620000,5,2.5,2540,2,Seattle,USA
5/14/2014 0:00,175000,2,1,1170,1,Des Moines,USA
5/14/2014 0:00,740000,5,5,5774,1,Federal Way,USA
5/14/2014 0:00,345000,3,2.25,2120,2,Renton,USA
5/14/2014 0:00,510000,3,1.75,2170,1,Sammamish,USA
5/14/2014 0:00,530000,4,2.75,2450,1,Normandy Park,USA
5/14/2014 0:00,155000,2,1,700,1,Renton,USA
5/14/2014 0:00,266000,3,2.5,1780,1,Kent,USA
5/14/2014 0:00,257200,3,2,1850,1,Auburn,USA
5/14/2014 0:00,265000,3,2,1570,1,Auburn,USA
5/14/2014 0:00,372220,3,1,1290,1,Seattle,USA
5/14/2014 0:00,337500,5,2,1700,1,Seattle,USA
5/14/2014 0:00,582500,2,1.5,1159,1,Seattle,USA
5/14/2014 0:00,489200,3,2.75,1850,1.5,Kirkland,USA
5/14/2014 0:00,405100,2,1,840,1,Seattle,USA
5/14/2014 0:00,372977,3,2.5,1690,2,Issaquah,USA
5/14/2014 0:00,310000,3,1,1050,1,Kenmore,USA
5/14/2014 0:00,538000,3,1.75,1400,1.5,Seattle,USA
5/14/2014 0:00,1400000,3,2.5,2550,2,Seattle,USA
5/14/2014 0:00,317000,3,2.5,1840,2,Maple Valley,USA
5/14/2014 0:00,702500,3,1.5,2360,2,Seattle,USA
5/14/2014 0:00,565000,4,2.5,2240,2,Newcastle,USA
5/14/2014 0:00,723000,4,2.5,2700,2,Issaquah,USA
5/14/2014 0:00,766950,3,2.5,3030,1.5,Woodinville,USA
5/14/2014 0:00,682000,3,1.75,1830,1.5,Seattle,USA
5/14/2014 0:00,325000,3,2.5,2220,2,Kent,USA
5/14/2014 0:00,543000,3,2.5,2090,1,Shoreline,USA
5/14/2014 0:00,525000,3,1.75,1600,1.5,Seattle,USA
5/14/2014 0:00,364000,4,1.75,2010,1,Shoreline,USA
5/14/2014 0:00,394475,2,1,830,1,Seattle,USA
5/14/2014 0:00,316000,4,2.5,2010,2,Auburn,USA
5/14/2014 0:00,339950,3,1,1050,1.5,Seattle,USA
5/14/2014 0:00,486000,4,2.5,2150,1,Fall City,USA
5/14/2014 0:00,160000,3,1,860,1,Kent,USA
5/14/2014 0:00,930000,3,2.5,3100,1,Shoreline,USA
5/14/2014 0:00,139000,3,1,1100,1,Auburn,USA
5/14/2014 0:00,562000,3,1.5,1830,1,Bellevue,USA
5/14/2014 0:00,299000,2,1.75,1250,1,Federal Way,USA
5/14/2014 0:00,511000,3,2.5,1820,2,Kenmore,USA
5/14/2014 0:00,499000,3,2,2090,1.5,Ravensdale,USA
5/14/2014 0:00,356000,3,3.5,2100,2,Tukwila,USA
5/14/2014 0:00,470000,4,2.5,2310,2,Duvall,USA
5/14/2014 0:00,715000,4,2.25,2060,1,Seattle,USA
5/14/2014 0:00,1120000,4,2.25,4470,2,Woodinville,USA
5/14/2014 0:00,458000,3,1,1660,1,Seattle,USA
5/14/2014 0:00,966000,5,4.5,3810,2,Sammamish,USA
5/14/2014 0:00,305495,3,1.75,2110,2,Renton,USA
5/14/2014 0:00,543000,2,2,2370,1.5,Issaquah,USA
5/14/2014 0:00,340000,3,2.25,1970,2,Renton,USA
5/14/2014 0:00,633100,4,2.5,2470,2,Redmond,USA
5/14/2014 0:00,310000,3,1,1480,1,Shoreline,USA
5/14/2014 0:00,349950,5,3,2257,1,SeaTac,USA
5/14/2014 0:00,267800,2,1,700,1,Shoreline,USA
5/14/2014 0:00,234000,4,2,1630,1,Auburn,USA
5/14/2014 0:00,740000,4,2.5,3430,2,Kirkland,USA
5/14/2014 0:00,607500,5,1.75,2220,1.5,Seattle,USA
5/14/2014 0:00,223000,3,1.75,1340,1,Auburn,USA
5/14/2014 0:00,400000,2,1,980,1,Seattle,USA
5/14/2014 0:00,802000,3,2.5,2580,2,Redmond,USA
5/14/2014 0:00,253000,4,2.5,2230,2,Covington,USA
5/14/2014 0:00,1058000,4,2,2290,1,Bellevue,USA
5/14/2014 0:00,300000,3,1,1260,1,Seattle,USA
5/14/2014 0:00,625000,4,2.75,1680,1,Redmond,USA
5/14/2014 0:00,707000,4,3.25,3200,2,Sammamish,USA
5/14/2014 0:00,950000,4,2.5,3320,2,Bellevue,USA
5/14/2014 0:00,420000,4,2.5,3040,2,Auburn,USA
5/14/2014 0:00,498000,4,2.75,2270,1,Kirkland,USA
5/14/2014 0:00,450000,3,2.5,2910,2,Federal Way,USA
5/14/2014 0:00,955000,5,2.25,2510,2,Mercer Island,USA
5/14/2014 0:00,215000,2,1,1240,1,Tukwila,USA
5/14/2014 0:00,437000,3,2.75,2580,2,Renton,USA
5/14/2014 0:00,773000,3,2.75,2470,2,Issaquah,USA
5/14/2014 0:00,1222500,4,3.5,4910,1.5,Sammamish,USA
5/15/2014 0:00,256883,3,2.5,1690,2,Federal Way,USA
5/15/2014 0:00,592500,4,2.5,2240,1,Sammamish,USA
5/15/2014 0:00,252350,3,2,1650,1,Renton,USA
5/15/2014 0:00,370000,4,2.5,2710,2,Auburn,USA
5/15/2014 0:00,465750,3,1.5,1260,1,Bellevue,USA
5/15/2014 0:00,185000,3,1,1150,1,Seattle,USA
5/15/2014 0:00,582800,4,2.75,2550,1,Sammamish,USA
5/15/2014 0:00,245000,3,1.75,1490,1,Kent,USA
5/15/2014 0:00,302000,4,1.75,2020,1,Renton,USA
5/15/2014 0:00,451555,2,1,1320,1,Seattle,USA
5/15/2014 0:00,250000,3,1,1230,1,Renton,USA
5/15/2014 0:00,255000,4,2.5,2070,2,Federal Way,USA
5/15/2014 0:00,840000,4,1.75,2930,1,Seattle,USA
5/15/2014 0:00,190000,3,1,1090,1,Federal Way,USA
5/15/2014 0:00,349950,3,1,1400,1,Seattle,USA
5/15/2014 0:00,613000,4,2,1550,1.5,Seattle,USA
5/15/2014 0:00,300000,3,1,1220,1,Shoreline,USA
5/15/2014 0:00,455000,3,2.5,1870,1,Kirkland,USA
5/15/2014 0:00,335000,3,2.25,2150,2,Tukwila,USA
5/15/2014 0:00,197500,3,1,980,1.5,Seattle,USA
5/15/2014 0:00,412500,3,1.5,1490,1,Redmond,USA
5/15/2014 0:00,395300,3,1.5,1120,1,Bellevue,USA
5/15/2014 0:00,342400,3,2.25,1180,2,Kenmore,USA
5/15/2014 0:00,749400,4,2.5,3240,2,Redmond,USA
5/15/2014 0:00,316500,4,2.5,2150,2,Kent,USA
5/15/2014 0:00,390000,3,2.5,2240,2,Kenmore,USA
5/15/2014 0:00,225000,3,2,1400,1,Renton,USA
5/15/2014 0:00,550000,3,2.25,1980,1,Redmond,USA
5/15/2014 0:00,280000,3,1,1330,1.5,North Bend,USA
5/15/2014 0:00,1255000,4,2.5,3200,2,Seattle,USA
5/15/2014 0:00,575000,2,1,1490,1,Seattle,USA
5/15/2014 0:00,1000000,5,4.25,3920,2,Bellevue,USA
5/15/2014 0:00,585000,5,1.75,2000,2,Seattle,USA
5/15/2014 0:00,620000,4,2.5,2680,2,Issaquah,USA
5/15/2014 0:00,204700,4,2,1670,1,Auburn,USA
5/15/2014 0:00,695000,4,3,3150,2,Sammamish,USA
5/15/2014 0:00,689900,4,3.25,2740,2,Issaquah,USA
5/15/2014 0:00,375000,4,1.75,1890,1,Shoreline,USA
5/15/2014 0:00,475000,7,3.5,2870,1,Seattle,USA
5/15/2014 0:00,215000,3,1,1160,1,Maple Valley,USA
5/15/2014 0:00,2100000,4,1.75,3550,2,Medina,USA
5/15/2014 0:00,790000,3,1.75,1790,1,Seattle,USA
5/15/2014 0:00,350000,3,1.75,1680,1,Duvall,USA
5/15/2014 0:00,695000,3,2.5,4560,2,Sammamish,USA
5/15/2014 0:00,263000,3,2.25,1590,2,Federal Way,USA
5/15/2014 0:00,400000,3,1,1630,1,Shoreline,USA
5/15/2014 0:00,525000,3,2.5,2700,2,Woodinville,USA
5/15/2014 0:00,349950,3,2.5,1700,2,Renton,USA
5/15/2014 0:00,1085000,4,3.25,3740,1,Woodinville,USA
5/15/2014 0:00,744000,4,3,1980,2.5,Seattle,USA
5/15/2014 0:00,312500,2,1,880,1,Seattle,USA
5/15/2014 0:00,240000,3,2,1400,1,Shoreline,USA
5/15/2014 0:00,495000,4,2,2050,1.5,Seattle,USA
5/15/2014 0:00,580050,3,2.5,2360,2,Seattle,USA
5/15/2014 0:00,640000,4,2,2560,1,Seattle,USA
5/15/2014 0:00,417000,3,1.5,1340,1,Bellevue,USA
5/15/2014 0:00,174950,3,1,1060,1,Covington,USA
5/15/2014 0:00,295000,3,1.5,850,1,Seattle,USA
5/15/2014 0:00,423000,4,1.75,1880,1,Kirkland,USA
5/15/2014 0:00,839000,3,1,1230,1,Bellevue,USA
5/15/2014 0:00,343000,4,1.75,2290,1,Seattle,USA
5/15/2014 0:00,467000,3,1,1660,1,Seattle,USA
5/15/2014 0:00,512500,3,2.5,1840,2,Seattle,USA
5/15/2014 0:00,575000,4,2.5,3020,1,Lake Forest Park,USA
5/15/2014 0:00,465000,3,1.75,1410,1,Seattle,USA
5/15/2014 0:00,270000,3,1,1010,1,Renton,USA
5/15/2014 0:00,340000,3,1.75,1960,1,Seattle,USA
5/15/2014 0:00,765000,5,3.75,3580,2,Issaquah,USA
5/15/2014 0:00,497000,4,2.5,2240,2,Seattle,USA
5/15/2014 0:00,803100,4,2.5,3310,2,Redmond,USA
5/15/2014 0:00,344000,3,2.5,1232,3,Seattle,USA
5/15/2014 0:00,828950,4,3.5,3930,2,Issaquah,USA
5/15/2014 0:00,386380,3,2.5,1720,2,Redmond,USA
5/15/2014 0:00,312000,3,2.25,1490,2,Seattle,USA
5/15/2014 0:00,720000,3,2.5,3150,2,Fall City,USA
5/15/2014 0:00,914500,4,2.5,3950,3,Sammamish,USA
5/15/2014 0:00,819995,5,2.75,3030,2,Newcastle,USA
5/16/2014 0:00,252700,2,1.5,1070,1,Kent,USA
5/16/2014 0:00,437500,3,2.5,2320,2,North Bend,USA
5/16/2014 0:00,350000,1,1,700,1,Seattle,USA
5/16/2014 0:00,619000,3,2.5,2720,2,Snoqualmie,USA
5/16/2014 0:00,408200,3,2.5,1800,2,Seattle,USA
5/16/2014 0:00,451000,3,1.75,1560,1.5,Seattle,USA
5/16/2014 0:00,317000,3,2,1760,1,Renton,USA
5/16/2014 0:00,799000,4,3.25,3120,2,Seattle,USA
5/16/2014 0:00,720000,2,1,2020,1,Seattle,USA
5/16/2014 0:00,490000,3,2,1450,1.5,Seattle,USA
5/16/2014 0:00,239900,4,2.25,1860,1,Federal Way,USA
5/16/2014 0:00,446000,4,2.25,2270,1,Kirkland,USA
5/16/2014 0:00,275000,3,2.5,1480,2,North Bend,USA
5/16/2014 0:00,239950,5,1,1460,2,Tukwila,USA
5/16/2014 0:00,248000,4,3.5,1850,2,Federal Way,USA
5/16/2014 0:00,619500,3,2.5,2170,2,Issaquah,USA
5/16/2014 0:00,363750,3,1.75,1726,2,Vashon,USA
5/16/2014 0:00,385000,3,1.75,1180,1,Sammamish,USA
5/16/2014 0:00,370000,4,1.5,1370,1,Kirkland,USA
5/16/2014 0:00,425000,3,2.5,2670,1,Kent,USA
5/16/2014 0:00,342000,3,1,1260,1,Seattle,USA
5/16/2014 0:00,345000,4,1,1980,1.5,Renton,USA
5/16/2014 0:00,724800,3,2,2050,1,Seattle,USA
5/16/2014 0:00,725000,5,2.75,2830,2,Redmond,USA
5/16/2014 0:00,605000,2,1,910,1,Seattle,USA
5/16/2014 0:00,350000,4,2.5,2440,2,Maple Valley,USA
5/16/2014 0:00,785000,3,2,2180,1,Seattle,USA
5/16/2014 0:00,250000,3,2,1900,1,Maple Valley,USA
5/16/2014 0:00,565000,3,2.25,1520,3,Seattle,USA
5/16/2014 0:00,875000,3,2,2220,1,Seattle,USA
5/16/2014 0:00,862500,4,2.75,3280,2,Woodinville,USA
5/16/2014 0:00,400000,3,2.5,2740,2,Kent,USA
5/16/2014 0:00,282613,2,1,830,1,Shoreline,USA
5/16/2014 0:00,174500,2,1,1010,1,Des Moines,USA
5/16/2014 0:00,306500,3,2.25,2060,1,Federal Way,USA
5/16/2014 0:00,445000,3,2.25,1990,2,Woodinville,USA
5/16/2014 0:00,433000,4,2.5,2280,2,Renton,USA
5/16/2014 0:00,306000,3,2.5,1870,2,Kent,USA
5/16/2014 0:00,620000,3,2.25,1720,1.5,Seattle,USA
5/16/2014 0:00,245000,2,1,870,1,Seattle,USA
5/16/2014 0:00,238000,3,2,1020,2,Seattle,USA
5/16/2014 0:00,523000,3,1.5,1260,1.5,Seattle,USA
5/16/2014 0:00,522500,3,2.5,2370,2,Snoqualmie,USA
5/16/2014 0:00,180000,3,1,1000,1,Seattle,USA
5/16/2014 0:00,375000,3,1.5,1100,2,Seattle,USA
5/16/2014 0:00,249000,3,2.25,1440,1,Kent,USA
5/16/2014 0:00,730100,4,2.5,3120,2,Issaquah,USA
5/16/2014 0:00,551000,2,2,2260,1,Bothell,USA
5/16/2014 0:00,375000,4,2.5,2790,2,Des Moines,USA
5/16/2014 0:00,540000,1,1,1140,1.5,Seattle,USA
5/16/2014 0:00,605000,3,2.25,1290,2,Seattle,USA
5/16/2014 0:00,205000,5,1.75,1730,1,Covington,USA
5/16/2014 0:00,645000,4,2.5,3160,2,Sammamish,USA
5/16/2014 0:00,314000,4,2.5,2340,2,Maple Valley,USA
5/16/2014 0:00,330000,3,1.5,1170,1,Bellevue,USA
5/16/2014 0:00,490000,2,1,1160,1,Seattle,USA
5/16/2014 0:00,445000,3,3,1970,1,Kenmore,USA
5/16/2014 0:00,2000000,5,4.25,6490,2,Mercer Island,USA
5/16/2014 0:00,377500,3,2.25,1410,2,Issaquah,USA
5/16/2014 0:00,480000,4,2.5,2430,2,Snoqualmie,USA
5/16/2014 0:00,804995,5,1.5,3360,2,Sammamish,USA
5/16/2014 0:00,341000,3,2.5,1480,2,Seattle,USA
5/16/2014 0:00,675000,5,2.5,3200,2,Snoqualmie,USA
